ID,Fuel Type Code,Station Name,City,State,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Geocode Status,Latitude,Longitude,NG Vehicle Class,EV Connector Types,Groups With Access Code (French),Access Detail Code,CNG Dispenser Num,CNG Vehicle Class,LNG Vehicle Class
204774,ELEC,HIGHWAY ADP1,Ballston,NY,,2.0,,ChargePoint Network,GPS,42.939547,-73.874605,,J1772,Public,,,,
204775,ELEC,HIGHWAY ADP2,Ballston,NY,,2.0,,ChargePoint Network,GPS,42.939473,-73.874559,,J1772,Public,,,,
204918,ELEC,INN SQ INN SQ GW 2,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.15458,-77.604714,,J1772,Public,,,,
204920,ELEC,INN SQ INN SQ GW 4,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.155268,-77.605377,,J1772,Public,,,,
204921,ELEC,INN SQ INN SQ GW 1,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.155291,-77.605527,,J1772,Public,,,,
204929,ELEC,INN SQ INN SQ GW 3,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.154533,-77.604714,,J1772,Public,,,,
204930,ELEC,RRH STATION 2,Clifton Springs,NY,,2.0,,ChargePoint Network,GPS,42.959305,-77.13562,,J1772,Public,,,,
204967,ELEC,BPRT #1 STATION 1,Blue Point,NY,,2.0,,ChargePoint Network,GPS,40.743437,-73.035711,,J1772,Public,,,,
205066,ELEC,RIVERWATCH EV1 STATION1,Yonkers,NY,,2.0,,ChargePoint Network,GPS,40.970419,-73.889216,,J1772,Public,,,,
205124,ELEC,OMG EV CHARGER EVCHARGER4,Cooperstown,NY,,2.0,,ChargePoint Network,GPS,42.62613,-74.94508,,J1772,Public,,,,
205228,E85,Valero,Kingston,NY,,,,,200-9,41.951509,-73.99378,,,Public,,,,
205255,ELEC,MONTY'S EVSE EVSE2,Ingraham,NY,,2.0,,ChargePoint Network,GPS,44.81967,-73.40078,,J1772,Public,,,,
205256,ELEC,MONTY'S EVSE EVSE3,INGRAHAM,NY,,2.0,,ChargePoint Network,GPS,44.819614,-73.40118,,J1772,Public,,,,
205257,ELEC,MONTY'S EVSE EVSE4,West Chazy,NY,,2.0,,ChargePoint Network,GPS,44.819695,-73.399925,,J1772,Public,,,,
205276,ELEC,EVolveNY Bath,Bath,NY,,,4.0,Greenlots,GPS,42.334259,-77.316913,,CHADEMO J1772COMBO,Public,,,,
205367,ELEC,WATERVLIET MUSEUM 3,Watervliet,NY,,2.0,,ChargePoint Network,GPS,42.726226,-73.701207,,J1772,Public,,,,
205368,ELEC,WATERVLIET MUSEUM 4,Watervliet,NY,,2.0,,ChargePoint Network,GPS,42.72621,-73.701145,,J1772,Public,,,,
205369,ELEC,WATERVLIET MUSEUM 2,Watervliet,NY,,2.0,,ChargePoint Network,GPS,42.726236,-73.701304,,J1772,Public,,,,
205370,ELEC,WATERVLIET MUSEUM 1,Watervliet,NY,,2.0,,ChargePoint Network,GPS,42.726239,-73.701389,,J1772,Public,,,,
205468,ELEC,EVolve NY Niagara Falls,Niagara Falls,NY,,,4.0,Electrify America,GPS,43.088268,-78.981178,,CHADEMO J1772COMBO,Public,,,,
205709,ELEC,HIGHWAY HIGHWAY ST 3,Ballston Lake,NY,,2.0,,ChargePoint Network,GPS,42.95716,-73.85257,,J1772,Public,,,,
205810,ELEC,Stewart's Shops - Tesla Supercharger,Hudson,NY,,,8.0,Tesla,GPS,42.2232799276574,-73.8262663396156,,TESLA,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
205822,ELEC,7-Eleven,Bronx,NY,,4.0,,EV Connect,GPS,40.8690276772083,-73.8315760899824,,J1772,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
205826,ELEC,Northeast Bronx YMCA,Bronx,NY,,4.0,,Non-Networked,GPS,40.8827858370269,-73.8419855959349,,J1772,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
205855,ELEC,MB OF BUFFALO EV MERC BUFF 2,Williamsville,NY,,2.0,,ChargePoint Network,GPS,42.964803,-78.689339,,J1772,Public,,,,
205858,ELEC,LIN-DAN RICK,New York,NY,,2.0,,ChargePoint Network,GPS,40.736148,-73.980154,,J1772,Public,,,,
205859,ELEC,LIN-DAN MORTY,New York,NY,,2.0,,ChargePoint Network,GPS,40.736161,-73.980267,,J1772,Public,,,,
206083,ELEC,CDTA MENANDS 1,Menands,NY,,2.0,,ChargePoint Network,GPS,42.70204,-73.715735,,J1772,Public,,,,
206084,ELEC,CDTA MENANDS 2,Menands,NY,,2.0,,ChargePoint Network,GPS,42.702189,-73.715762,,J1772,Public,,,,
206161,ELEC,MILLER HYUNDAI SHOP CPF50,Vestal,NY,,1.0,,ChargePoint Network,GPS,42.095855,-75.963216,,J1772,Public,,,,
206305,ELEC,KIA ELMIRA CT-4020-1,Big Flats,NY,,2.0,,ChargePoint Network,GPS,42.15519,-76.87137,,J1772,Public,,,,
206376,ELEC,SUNY ADMIN LOT,Morrisville,NY,,2.0,,ChargePoint Network,GPS,42.893032,-75.639661,,J1772,Public,,,,
206377,ELEC,SUNY ACET,Morrisville,NY,,2.0,,ChargePoint Network,GPS,42.890934,-75.641322,,J1772,Public,,,,
206391,ELEC,EVolveNY Latham,Latham,NY,,,3.0,Greenlots,GPS,42.757552,-73.778133,,CHADEMO J1772COMBO,Public,,,,
206827,ELEC,Verizon - Bohemia,Bohemia,NY,,2.0,,Non-Networked,200-9,40.777166,-73.086779,,J1772,Privé,,,,
206835,ELEC,MPGARDENS STATION 1,East Meadow,NY,,2.0,,ChargePoint Network,GPS,40.705143,-73.546936,,J1772,Public,,,,
206836,ELEC,TH 001,Lake Katrine,NY,,2.0,,ChargePoint Network,GPS,41.976902,-74.002655,,J1772,Public,,,,
206887,ELEC,MONTY'S EVSE EVSE1,West Chazy,NY,,2.0,,ChargePoint Network,GPS,44.820103,-73.40034,,J1772,Public,,,,
206908,ELEC,BORO PARK BORO CHARGE 1,Borough Park,NY,,2.0,,ChargePoint Network,GPS,40.638583,-73.998687,,J1772,Public,,,,
206911,ELEC,BORO PARK BORO CHARGE 4,Borough Park,NY,,2.0,,ChargePoint Network,GPS,40.638561,-73.998686,,J1772,Public,,,,
206912,ELEC,BORO PARK BORO CHARGE 5,Borough Park,NY,,2.0,,ChargePoint Network,GPS,40.63855,-73.998668,,J1772,Public,,,,
206913,ELEC,BORO PARK BORO CHARGE 10,Borough Park,NY,,2.0,,ChargePoint Network,GPS,40.638531,-73.99858,,J1772,Public,,,,
206914,ELEC,BORO PARK BORO CHARGE 9,Borough Park,NY,,2.0,,ChargePoint Network,GPS,40.638557,-73.998678,,J1772,Public,,,,
206915,ELEC,BORO PARK BORO CHARGE 8,Borough Park,NY,,2.0,,ChargePoint Network,GPS,40.638536,-73.99864,,J1772,Public,,,,
206916,ELEC,BORO PARK BORO CHARGE 6,Borough Park,NY,,2.0,,ChargePoint Network,GPS,40.638581,-73.998691,,J1772,Public,,,,
206917,ELEC,BORO PARK BORO CHARGE 3,Borough Park,NY,,2.0,,ChargePoint Network,GPS,40.63851,-73.998605,,J1772,Public,,,,
206918,ELEC,BORO PARK BORO CHARGE 2,Borough Park,NY,,2.0,,ChargePoint Network,GPS,40.638594,-73.998676,,J1772,Public,,,,
207128,ELEC,MATTHEW IMPORT STATION 1,Vestal,NY,,1.0,,ChargePoint Network,GPS,42.101716,-76.004193,,J1772,Public,,,,
207358,ELEC,TYLER TECH STATION1,Latham,NY,,2.0,,ChargePoint Network,GPS,42.756115,-73.822907,,J1772,Public,,,,
207524,ELEC,EVolveNY Keene,Keene,NY,,,4.0,Greenlots,GPS,44.252615,-73.787909,,CHADEMO J1772COMBO,Public,,,,
207525,ELEC,EVolveNY Clifton Park,Clifton Park,NY,,,4.0,Greenlots,GPS,42.869088,-73.774444,,CHADEMO J1772COMBO,Public,,,,
207591,ELEC,TOWN OF FISHKIL STATION 1,Fishkill,NY,,2.0,,ChargePoint Network,GPS,41.526429,-73.922451,,J1772,Public,,,,
207592,ELEC,CMH STATION 2,Hudson,NY,,2.0,,ChargePoint Network,GPS,42.246562,-73.778631,,J1772,Public,,,,
207629,ELEC,LIA HONDA ALBAN OUTSIDE STATION,Albany,NY,,2.0,,ChargePoint Network,GPS,42.69726,-73.812805,,J1772,Public,,,,
207729,ELEC,1 WATERLINE STATION#8,New York,NY,,2.0,,ChargePoint Network,GPS,40.772871,-73.992514,,J1772,Public,,,,
207730,ELEC,1 WATERLINE STATION#3,New York,NY,,2.0,,ChargePoint Network,GPS,40.773005,-73.992868,,J1772,Public,,,,
207731,ELEC,1 WATERLINE STATION#2,New York,NY,,2.0,,ChargePoint Network,GPS,40.772952,-73.992622,,J1772,Public,,,,
207786,ELEC,ESF STATION 3,Syracuse,NY,,2.0,,ChargePoint Network,GPS,43.033884,-76.137816,,J1772,Public,,,,
207787,ELEC,ESF STATION 2,Syracuse,NY,,2.0,,ChargePoint Network,GPS,43.033882,-76.137749,,J1772,Public,,,,
207788,ELEC,ESF STATION 4,Syracuse,NY,,2.0,,ChargePoint Network,GPS,43.034968,-76.13403,,J1772,Public,,,,
207789,ELEC,ESF STATION 5,Syracuse,NY,,1.0,,ChargePoint Network,GPS,43.034932,-76.134029,,J1772,Public,,,,
207790,ELEC,ESF STATION 6,Syracuse,NY,,1.0,,ChargePoint Network,GPS,43.034876,-76.134035,,J1772,Public,,,,
207791,ELEC,ESF STATION 1,Syracuse,NY,,2.0,,ChargePoint Network,GPS,43.033769,-76.138749,,J1772,Public,,,,
207795,ELEC,1 WATERLINE STATION#1,New York,NY,,2.0,,ChargePoint Network,GPS,40.772896,-73.992536,,J1772,Public,,,,
207796,ELEC,1 WATERLINE STATION#5,New York,NY,,2.0,,ChargePoint Network,GPS,40.772904,-73.992514,,J1772,Public,,,,
207888,ELEC,1 WATERLINE STATION#4,New York,NY,,2.0,,ChargePoint Network,GPS,40.77292,-73.992546,,J1772,Public,,,,
207889,ELEC,1 WATERLINE STATION#6,New York,NY,,2.0,,ChargePoint Network,GPS,40.772912,-73.992589,,J1772,Public,,,,
207893,ELEC,IKEA USA BROOKLYN 1,Red Hook,NY,,1.0,,ChargePoint Network,GPS,40.671397,-74.011643,,J1772,Public,,,,
207894,ELEC,IKEA USA BROOKLYN 2,Red Hook,NY,,1.0,,ChargePoint Network,GPS,40.671379,-74.011649,,J1772,Public,,,,
207895,ELEC,IKEA USA BROOKLYN 3,Red Hook,NY,,1.0,,ChargePoint Network,GPS,40.671393,-74.011584,,J1772,Public,,,,
207917,ELEC,Royal Development Manorville Square,Manorville,NY,,,4.0,Electrify America,GPS,40.824744,-72.807092,,CHADEMO J1772COMBO,Public,,,,
211840,ELEC,FURNACE POINT FPEV2,Westport,NY,,2.0,,ChargePoint Network,GPS,44.193295,-73.42691,,J1772,Public,,,,
211841,ELEC,FURNACE POINT FPEV3,Westport,NY,,2.0,,ChargePoint Network,GPS,44.193195,-73.42714,,J1772,Public,,,,
211861,ELEC,"Site Centers The Hub (Hempstead, NY)",Hempstead,NY,,,4.0,Electrify America,GPS,40.706011,-73.630952,,CHADEMO J1772COMBO,Public,,,,
211921,ELEC,South Lewis Senior High School,Turin,NY,,2.0,,SWTCH,GPS,43.6366932567343,-75.3940390362144,,J1772,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
211922,ELEC,The Woods Inn,Inlet,NY,,2.0,,SWTCH,GPS,43.7534208754441,-74.7956907952349,,J1772,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
211923,ELEC,Ide Volkswagen of East Rochester,Rochester,NY,,1.0,1.0,Non-Networked,GPS,43.1204349477161,-77.486368144916,,J1772 J1772COMBO,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
211962,ELEC,WATERLINE 2W STATION 2,New York,NY,,2.0,,ChargePoint Network,GPS,40.7733,-73.991532,,J1772,Public,,,,
212036,ELEC,1255 LOFTS 1 STATION,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.150715,-77.56879,,J1772,Public,,,,
212085,ELEC,Colonial Needle,White Plains,NY,,2.0,,Blink Network,GPS,41.02742,-73.776051,,J1772,Public,,,,
212140,ELEC,ULSTER COUNTY STATION 2,Kingston,NY,,2.0,,ChargePoint Network,GPS,41.923523,-73.998415,,J1772,Public,,,,
212141,ELEC,ULSTER COUNTY STATION 1,Kingston,NY,,2.0,,ChargePoint Network,GPS,41.936001,-74.02821,,J1772,Public,,,,
212146,ELEC,"Westfield Southshore (Bayshore, NY)",Bayshore,NY,,,6.0,Electrify America,GPS,40.736853,-73.245136,,J1772COMBO,Public,,,,
212205,ELEC,AUTOWORLD KIA STATION 1,East Meadow,NY,,2.0,,ChargePoint Network,GPS,40.723663,-73.542769,,J1772,Public,,,,
212210,ELEC,ALBANY COUNTY DOH PUBLIC,Albany,NY,,2.0,,ChargePoint Network,GPS,42.641412,-73.754678,,J1772,Public,,,,
212252,LPG,All Gas & Welding Supply Co,Monticello,NY,,,,,200-9,41.641505,-74.640756,,,Public,,,,
212485,ELEC,Stop & Shop #566 - Arverne By-the-sea,Queens,NY,,2.0,,Volta,GPS,40.589841,-73.800082,,J1772,Public,,,,
212599,ELEC,PARKPOWER TOWN HALL,Canaan,NY,,2.0,,ChargePoint Network,GPS,42.411575,-73.44864,,J1772,Public,,,,
212600,ELEC,TOWN OF BOLTON TOWN OF BOLTON2,Bolton Landing,NY,,2.0,,ChargePoint Network,GPS,43.557552,-73.657861,,J1772,Public,,,,
212941,ELEC,STAYBRIDGE STATION2,Albany,NY,,2.0,,ChargePoint Network,GPS,42.712961,-73.811472,,J1772,Public,,,,
212977,ELEC,STPETERHOSPITAL EV STATION #8,Albany,NY,,2.0,,ChargePoint Network,GPS,42.654665,-73.80258,,J1772,Public,,,,
212978,ELEC,STPETERHOSPITAL EV STATION #4,Albany,NY,,2.0,,ChargePoint Network,GPS,42.654875,-73.802365,,J1772,Public,,,,
212979,ELEC,STPETERHOSPITAL EV STATION #2,Albany,NY,,2.0,,ChargePoint Network,GPS,42.654902,-73.802322,,J1772,Public,,,,
212980,ELEC,STPETERHOSPITAL EV STATION #3,Albany,NY,,2.0,,ChargePoint Network,GPS,42.654878,-73.802375,,J1772,Public,,,,
212981,ELEC,STPETERHOSPITAL EV STATION #1,Albany,NY,,2.0,,ChargePoint Network,GPS,42.654928,-73.802347,,J1772,Public,,,,
212982,ELEC,STPETERHOSPITAL EV STATION #7,Albany,NY,,2.0,,ChargePoint Network,GPS,42.654755,-73.802514,,J1772,Public,,,,
212983,ELEC,STPETERHOSPITAL EV STATION #5,Albany,NY,,2.0,,ChargePoint Network,GPS,42.654722,-73.80252,,J1772,Public,,,,
212984,ELEC,STPETERHOSPITAL V STATION #6,Albany,NY,,2.0,,ChargePoint Network,GPS,42.654749,-73.802485,,J1772,Public,,,,
213081,ELEC,Icon Mercury Parking,New York,NY,,1.0,,Blink Network,GPS,40.76324463,-73.98864745,,J1772,Public,,,,
213087,ELEC,U OF R HOSP SEC D BLUE,Rochester,NY,,2.0,,ChargePoint Network,GPS,43.123421,-77.622592,,J1772,Public,,,,
213092,ELEC,CMH STATION 1,Hudson,NY,,2.0,,ChargePoint Network,GPS,42.246589,-73.778701,,J1772,Public,,,,
213097,ELEC,TOYOTA ELMIRA CT4020-1,Elmira,NY,,2.0,,ChargePoint Network,GPS,42.157911,-76.861924,,J1772,Public,,,,
213148,ELEC,East Hampton Village Lot - Tesla Supercharger,East Hampton,NY,,,12.0,Tesla,GPS,40.965501,-72.189633,,TESLA,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
213173,ELEC,TOWNE BMW DUAL CHARGER,Williamsville,NY,,2.0,,ChargePoint Network,GPS,42.964117,-78.688038,,J1772,Public,,,,
213196,ELEC,SJC SJC,Patchogue,NY,,2.0,,ChargePoint Network,GPS,40.775278,-73.02523,,J1772,Public,,,,
213340,ELEC,NORTHTOWN CENTE NORTHTOWN CENTE,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.995621,-78.783178,,J1772,Public,,,,
213376,ELEC,Lookout II,Tarrytown,NY,,9.0,,Blink Network,GPS,41.0787833538,-73.8681975578,,J1772,Privé,,,,
213404,ELEC,Four Brothers - Pleasant Valley,Pleasant Valley,NY,,4.0,,Blink Network,GPS,41.75208439,-73.79891784,,J1772,Public,,,,
213449,ELEC,AKAM Associates,Long Island City,NY,,4.0,,Blink Network,GPS,40.748547,-73.941626,,J1772,Public,,,,
213461,ELEC,NYS PARKS LI STATION 1,Lakeview,NY,,2.0,,ChargePoint Network,GPS,40.68306,-73.643105,,J1772,Public,,,,
213477,ELEC,FUCCILLO TOYOTA SERVICE CHARGER,Grand Island,NY,,1.0,,ChargePoint Network,GPS,43.01484,-78.9723,,J1772,Public,,,,
213516,ELEC,SP+ - 200 Chambers Street Garage,New York,NY,,1.0,,Blink Network,GPS,40.7163,-74.01258,,J1772,Privé,,,,
213549,ELEC,AT LABS ATL STATION 4,Clifton Park,NY,,2.0,,ChargePoint Network,GPS,42.848106,-73.758224,,J1772,Public,,,,
213550,ELEC,AT LABS ATL STATION 3,Clifton Park,NY,,2.0,,ChargePoint Network,GPS,42.848114,-73.758286,,J1772,Public,,,,
213551,ELEC,AT LABS ATL STATION 1,Clifton Park,NY,,2.0,,ChargePoint Network,GPS,42.848114,-73.7584,,J1772,Public,,,,
213839,ELEC,TNC EVSE TOWN HALL,Chappaqua,NY,,2.0,,ChargePoint Network,GPS,41.155498,-73.774256,,J1772,Public,,,,
213850,ELEC,EVolveNY Oswego,Oswego,NY,,,2.0,Greenlots,GPS,43.4577,-76.51287,,CHADEMO J1772COMBO,Public,,,,
213860,ELEC,Audi New Rochelle,New Rochelle,NY,,2.0,,Blink Network,GPS,40.912149128,-73.778914888,,J1772,Public,,,,
213901,ELEC,JAMESTOWN BPU 1 W 2ND ST #1,Jamestown,NY,,,1.0,ChargePoint Network,GPS,42.095284,-79.24157,,CHADEMO J1772COMBO,Public,,,,
213916,ELEC,Eventi Hotel,New York,NY,,1.0,,Blink Network,GPS,40.758681,-73.98135,,J1772,Public,,,,
213960,ELEC,CMH STATION 3,Hudson,NY,,2.0,,ChargePoint Network,GPS,42.24668,-73.77875,,J1772,Public,,,,
213977,ELEC,JAMESTOWN BPU 1 W 2ND ST #2,Jamestown,NY,,,1.0,ChargePoint Network,GPS,42.095306,-79.24159,,CHADEMO J1772COMBO,Public,,,,
213982,ELEC,TOWNE BMW DUAL CHARGER 2,Williamsville,NY,,2.0,,ChargePoint Network,GPS,42.964189,-78.688037,,J1772,Public,,,,
213986,ELEC,EVolve NY Victor,Victor,NY,,,4.0,Electrify America,GPS,43.018554,-77.438292,,CHADEMO J1772COMBO,Public,,,,
214079,ELEC,Hannaford Supermarket - Tesla Supercharger,Red Hook,NY,,,8.0,Tesla,GPS,41.979518,-73.88216,,TESLA,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
214080,ELEC,Melville Mall - Tesla Supercharger,Melville,NY,,,10.0,Tesla,GPS,40.798738,-73.41226,,TESLA,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
214197,ELEC,HYUNDAI1 EV ATLANTA HYU2,West Islip,NY,,1.0,,ChargePoint Network,GPS,40.72074,-73.304634,,J1772,Public,,,,
214259,ELEC,TOWN OF MORIAH MORIAHEV1,Port Henry,NY,,2.0,,ChargePoint Network,GPS,44.048466,-73.460976,,J1772,Public,,,,
214277,ELEC,JAMESTOWN BPU PREND.4TH #2,Jamestown,NY,,,1.0,ChargePoint Network,GPS,42.097733,-79.23767,,CHADEMO J1772COMBO,Public,,,,
214301,ELEC,TOWN OF MORIAH MORIAHEV2,Port Henry,NY,,2.0,,ChargePoint Network,GPS,44.04852,-73.46112,,J1772,Public,,,,
214302,ELEC,TOWN OF MORIAH MORIAHEV3,Port Henry,NY,,2.0,,ChargePoint Network,GPS,44.048405,-73.46113,,J1772,Public,,,,
214312,ELEC,JAMESTOWN BPU PREND.4TH #1,Jamestown,NY,,,1.0,ChargePoint Network,GPS,42.097733,-79.23768,,CHADEMO J1772COMBO,Public,,,,
214708,ELEC,South Port Shopping Center - Tesla Supercharger,Shirley,NY,,,12.0,Tesla,GPS,40.804373,-72.860362,,TESLA,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
214943,ELEC,NORTHTOWN CENTE STATION 2,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.995704,-78.783113,,J1772,Public,,,,
214981,ELEC,IKEA USA BROOKLYN 4,Red Hook,NY,,1.0,,ChargePoint Network,GPS,40.671404,-74.011655,,J1772,Public,,,,
215043,ELEC,EVolveNY Middletown,Middletown,NY,,,2.0,Greenlots,GPS,41.444414,-74.420214,,CHADEMO J1772COMBO,Public,,,,
215068,ELEC,NORTHTOWN CENTE STATION 1,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.99957,-78.741892,,J1772,Public,,,,
215087,ELEC,RIVERHEADMOTORS STATION 1,Riverhead,NY,,,1.0,ChargePoint Network,GPS,40.925903,-72.68885,,CHADEMO J1772COMBO,Public,,,,
215092,ELEC,MORGANPARC 1-2,Mineola,NY,,2.0,,ChargePoint Network,GPS,40.740981,-73.639462,,J1772,Public,,,,
216320,ELEC,Apple Honda,Riverhead,NY,,1.0,,Non-Networked,GPS,40.9275197036539,-72.6860088325502,,J1772,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
216369,ELEC,Starbucks - Tesla Supercharger,Manorville,NY,,,8.0,Tesla,GPS,40.871424,-72.798971,,TESLA,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
216452,ELEC,BMWHV SHOP STATION,Poughkeepsie,NY,,2.0,,ChargePoint Network,GPS,41.630969,-73.914406,,J1772,Public,,,,
216493,ELEC,PELHAM VILLAGE LOT 07,Village of Pelham,NY,,2.0,,ChargePoint Network,GPS,40.909786,-73.811262,,J1772,Public,,,,
216506,ELEC,Bill Rapp Buick GMC,Syracuse,NY,,1.0,,Blink Network,GPS,43.060989,-76.088292,,J1772,Public,,,,
216524,ELEC,CPP CLUBHOUSE STATION 1,Plainview,NY,,2.0,,ChargePoint Network,GPS,40.776558,-73.44999,,J1772,Public,,,,
216525,ELEC,CPP CLUBHOUSE STATION 2,Plainview,NY,,2.0,,ChargePoint Network,GPS,40.776546,-73.449974,,J1772,Public,,,,
216526,ELEC,NAT GRID WRKPLC SOC LOT2 STN 1,Syracuse,NY,,2.0,,ChargePoint Network,GPS,43.052736,-76.155003,,J1772,Public,,,,
216560,ELEC,"PBG 1, PBG 2, PBG 3, PBG 4",Plattsburgh,NY,,4.0,,SemaCharge Network,GPS,44.6692051,-73.4720778,,J1772,Public,,,,
216616,ELEC,79-01 Broadway,Queens,NY,,2.0,,FLO,GPS,40.745853,-73.884134,,J1772,Public,,,,
216617,ELEC,34-20 30th Ave,Queens,NY,,2.0,,FLO,GPS,40.7652332,-73.9184356,,J1772,Public,,,,
216618,ELEC,125 W 76th Street,New York,NY,,2.0,,FLO,GPS,40.7803975,-73.9777289,,J1772,Public,,,,
217125,ELEC,Shults Resale Center,Dunkirk,NY,,2.0,,Blink Network,GPS,42.457661,-79.319111,,J1772,Public,,,,
217194,ELEC,110 MAPLE AVE STATION 2,Rockville Centre,NY,,1.0,,ChargePoint Network,GPS,40.658443,-73.639904,,J1772,Public,,,,
217195,ELEC,110 MAPLE AVE STATION 3 (50),Rockville Centre,NY,,1.0,,ChargePoint Network,GPS,40.658429,-73.639899,,J1772,Public,,,,
217196,ELEC,110 MAPLE AVE STATION 4 (50),Rockville Centre,NY,,1.0,,ChargePoint Network,GPS,40.658414,-73.639803,,J1772,Public,,,,
217197,ELEC,110 MAPLE AVE STATION 5,Rockville Centre,NY,,1.0,,ChargePoint Network,GPS,40.658423,-73.639833,,J1772,Public,,,,
217200,ELEC,MONTANTE SOLAR STATION 3,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.91832,-78.86707,,J1772,Public,,,,
217201,ELEC,MONTANTE SOLAR STATION 4,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.91823,-78.867091,,J1772,Public,,,,
217202,ELEC,MONTANTE SOLAR STATION 2,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.918273,-78.86708,,J1772,Public,,,,
217203,ELEC,MONTANTE SOLAR STATION 5,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.91819,-78.867114,,J1772,Public,,,,
217204,ELEC,MONTANTE SOLAR STATION 1,Buffalo,NY,,2.0,,ChargePoint Network,GPS,42.918166,-78.867129,,J1772,Public,,,,
217225,ELEC,STEET TOYOTA INVENTORY SIDE,Johnstown,NY,,2.0,,ChargePoint Network,GPS,43.023804,-74.360032,,J1772,Public,,,,
217253,ELEC,ROSENBLUM300 3 WINNERS 2,Albany,NY,,2.0,,ChargePoint Network,GPS,42.721009,-73.797215,,J1772,Public,,,,
217291,ELEC,EVolveNY Utica,Utica,NY,,,2.0,Greenlots,GPS,43.100052,-75.231751,,CHADEMO J1772COMBO,Public,,,,
217316,ELEC,COLUMBIA 560 RSD - 2,New York,NY,,2.0,,ChargePoint Network,GPS,40.816698,-73.960577,,J1772,Public,,,,
217327,ELEC,ALBANY COUNTY STATION 1,Loudonville,NY,,2.0,,ChargePoint Network,GPS,42.747568,-73.814523,,J1772,Public,,,,
217341,ELEC,Central Parking - 115 E 87th St,New York,NY,,2.0,,Blink Network,GPS,40.780678,-73.956269,,J1772,Public,,,,
217354,ELEC,INDUSTRY CITY LOT B EAST,Brooklyn,NY,,2.0,,ChargePoint Network,GPS,40.659338,-74.006454,,J1772,Public,,,,
217380,ELEC,ALBANY COUNTY STATION 2,Loudonville,NY,,2.0,,ChargePoint Network,GPS,42.747577,-73.814622,,J1772,Public,,,,
217392,ELEC,BNE MASTER 4000 MURRAY ST1,Pearl River,NY,,2.0,,ChargePoint Network,GPS,41.047382,-74.008552,,J1772,Public,,,,
217408,ELEC,35-58 72nd St,Jackson Heights,NY,,2.0,,FLO,GPS,40.74894,-73.893721,,J1772,Public,,,,
217423,ELEC,Aresco Management,Hauppauge,NY,,2.0,,Blink Network,GPS,40.80866,-73.23714,,J1772,Public,,,,
217435,ELEC,MOHAWK CHEVY MOHAWKCHEVY1,Malta,NY,,2.0,,ChargePoint Network,GPS,42.968932,-73.811108,,J1772,Public,,,,
217436,ELEC,MOHAWK CHEVY MOHAWKCHEVY2,Malta,NY,,2.0,,ChargePoint Network,GPS,42.968918,-73.811044,,J1772,Public,,,,
217437,ELEC,MOHAWK CHEVY MOHAWKCHEVY3,Malta,NY,,2.0,,ChargePoint Network,GPS,42.968958,-73.811079,,J1772,Public,,,,
217448,ELEC,EV-1NE JF NORTH,Centereach,NY,,2.0,,ChargePoint Network,GPS,40.901609,-73.075718,,J1772,Public,,,,
218080,ELEC,Kohl's,Kingston,NY,,2.0,,Volta,GPS,41.9592309822171,-73.9871156177167,,J1772,Public - Carte de crédit en tout temps,CREDIT_CARD_ALWAYS,,,
218222,ELEC,North Coast Subaru,Glen Cove,NY,,1.0,,Blink Network,GPS,40.864143,-73.626372,,J1772,Public,,,,
218294,ELEC,Bridge Towers Location 1,New York,NY,,5.0,,Blink Network,GPS,40.848202,-73.935857,,J1772,Public,,,,
218444,ELEC,COMMON-ROOTS COMMON ROOTS,South Glens Falls,NY,,2.0,,ChargePoint Network,GPS,43.295242,-73.63685,,J1772,Public,,,,
218483,ELEC,RRH STATION 3,Clifton Springs,NY,,2.0,,ChargePoint Network,GPS,42.959347,-77.13535,,J1772,Public,,,,
218484,ELEC,RRH STATION 1,Clifton Springs,NY,,2.0,,ChargePoint Network,GPS,42.959206,-77.13544,,J1772,Public,,,,
