,pickup_date,weekday,total_amount,row_count
63,2022-03-05,Sábado,41128.77,2285
64,2022-03-06,Domingo,35531.02,1877
65,2022-03-07,Lunes,44402.42,2457
66,2022-03-08,Martes,48270.41,2679
67,2022-03-09,Miércoles,48862.01,2712
68,2022-03-10,Jueves,52233.08,2761
69,2022-03-11,Viernes,55219.92,2886
70,2022-03-12,Sábado,40181.81,2255
71,2022-03-13,Domingo,37631.32,2038
72,2022-03-14,Lunes,43402.92,2349
73,2022-03-15,Martes,42422.61,2298
74,2022-03-16,Miércoles,47064.6,2564
75,2022-03-17,Jueves,50915.24,2747
76,2022-03-18,Viernes,52122.78,2733
77,2022-03-19,Sábado,44166.1,2366
78,2022-03-20,Domingo,40475.21,2043
79,2022-03-21,Lunes,43197.97,2346
80,2022-03-22,Martes,43089.0,2485
81,2022-03-23,Miércoles,49652.98,2808
82,2022-03-24,Jueves,51841.87,2851
83,2022-03-25,Viernes,52717.2,2876
84,2022-03-26,Sábado,47249.77,2509
85,2022-03-27,Domingo,39187.46,2145
86,2022-03-28,Lunes,46288.15,2604
87,2022-03-29,Martes,49768.36,2764
88,2022-03-30,Miércoles,47218.96,2678
89,2022-03-31,Jueves,50069.05,2674
90,2022-04-01,Viernes,52873.55,2857
91,2022-04-02,Sábado,45158.56,2402
92,2022-04-03,Domingo,36729.96,2014
93,2022-04-04,Lunes,42439.79,2454
94,2022-04-05,Martes,47441.3,2670
95,2022-04-06,Miércoles,47776.26,2590
96,2022-04-07,Jueves,52851.42,2869
97,2022-04-08,Viernes,53419.83,2827
98,2022-04-09,Sábado,48433.69,2508
99,2022-04-10,Domingo,41269.52,2126
100,2022-04-11,Lunes,42489.0,2343
101,2022-04-12,Martes,54971.81,2783
102,2022-04-13,Miércoles,52951.73,2725
103,2022-04-14,Jueves,51403.46,2743
104,2022-04-15,Viernes,48858.840000000004,2523
105,2022-04-16,Sábado,42780.44,2333
106,2022-04-17,Domingo,40034.67,2139
107,2022-04-18,Lunes,43921.06,2461
108,2022-04-19,Martes,48245.32,2647
109,2022-04-20,Miércoles,50037.58,2628
110,2022-04-21,Jueves,48686.18,2581
111,2022-04-22,Viernes,48099.42,2591
112,2022-04-23,Sábado,52781.23,2728
113,2022-04-24,Domingo,42100.56,2189
114,2022-04-25,Lunes,44509.55,2479
115,2022-04-26,Martes,45285.74,2410
116,2022-04-27,Miércoles,50289.36,2705
117,2022-04-28,Jueves,51182.91,2608
118,2022-04-29,Viernes,52216.16,2735
119,2022-04-30,Sábado,48805.61,2451
120,2022-05-01,Domingo,44133.25,2167
121,2022-05-02,Lunes,34055.42,1764
122,2022-05-03,Martes,48539.53,2583
123,2022-05-04,Miércoles,49083.51,2678
124,2022-05-05,Jueves,52296.03,2774
125,2022-05-06,Viernes,57799.2,2885
126,2022-05-07,Sábado,47126.32,2507
127,2022-05-08,Domingo,40916.18,2141
128,2022-05-09,Lunes,44726.33,2409
129,2022-05-10,Martes,48127.45,2520
130,2022-05-11,Miércoles,48824.28,2594
131,2022-05-12,Jueves,54807.07,2854
132,2022-05-13,Viernes,57374.340000000004,2852
133,2022-05-14,Sábado,52143.3,2573
134,2022-05-15,Domingo,46820.88,2225
135,2022-05-16,Lunes,48207.590000000004,2584
136,2022-05-17,Martes,53869.41,2640
137,2022-05-18,Miércoles,55950.69,2715
138,2022-05-19,Jueves,56407.39,2780
139,2022-05-20,Viernes,56928.64,2760
140,2022-05-21,Sábado,56244.21,2673
141,2022-05-22,Domingo,43454.73,2081
142,2022-05-23,Lunes,47627.14,2435
143,2022-05-24,Martes,46518.94,2451
144,2022-05-25,Miércoles,50803.69,2595
145,2022-05-26,Jueves,51766.58,2770
146,2022-05-27,Viernes,49624.21,2545
147,2022-05-28,Sábado,41478.13,2089
148,2022-05-29,Domingo,40279.38,1956
149,2022-05-30,Lunes,37170.840000000004,1833
150,2022-05-31,Martes,49170.08,2475
151,2022-06-01,Miércoles,51760.44,2648
152,2022-06-02,Jueves,51996.1,2620
153,2022-06-03,Viernes,49872.43,2487
154,2022-06-04,Sábado,38978.15,2037
155,2022-06-05,Domingo,38972.01,2019
156,2022-06-06,Lunes,44256.1,2376
157,2022-06-07,Martes,47086.24,2483
158,2022-06-08,Miércoles,50441.39,2677
159,2022-06-09,Jueves,54532.13,2778
160,2022-06-10,Viernes,57494.2,2836
161,2022-06-11,Sábado,49937.52,2441
162,2022-06-12,Domingo,42618.1,2049
163,2022-06-13,Lunes,47513.1,2499
164,2022-06-14,Martes,49902.74,2539
165,2022-06-15,Miércoles,55106.76,2771
166,2022-06-16,Jueves,56783.39,2776
167,2022-06-17,Viernes,57600.45,2755
168,2022-06-18,Sábado,45800.1,2282
169,2022-06-19,Domingo,42641.54,2044
170,2022-06-20,Lunes,41675.66,2089
171,2022-06-21,Martes,48079.46,2517
172,2022-06-22,Miércoles,50960.57,2613
173,2022-06-23,Jueves,53670.57,2750
174,2022-06-24,Viernes,54391.57,2683
175,2022-06-25,Sábado,46086.72,2299
176,2022-06-26,Domingo,42633.32,2073
177,2022-06-27,Lunes,46200.19,2394
178,2022-06-28,Martes,47535.590000000004,2337
179,2022-06-29,Miércoles,47961.18,2441
180,2022-06-30,Jueves,46476.46,2396
181,2022-07-01,Viernes,46177.94,2368
182,2022-07-02,Sábado,35960.91,1871
183,2022-07-03,Domingo,31994.57,1541
184,2022-07-04,Lunes,31186.46,1533
185,2022-07-05,Martes,38729.53,2095
186,2022-07-06,Miércoles,40856.1,2219
187,2022-07-07,Jueves,42725.81,2220
188,2022-07-08,Viernes,41431.7,2044
189,2022-07-09,Sábado,31367.4,1548
190,2022-07-10,Domingo,31948.27,1576
191,2022-07-11,Lunes,40580.85,2165
192,2022-07-12,Martes,41592.44,2121
193,2022-07-13,Miércoles,43690.68,2265
194,2022-07-14,Jueves,44561.53,2314
195,2022-07-15,Viernes,46121.48,2419
196,2022-07-16,Sábado,43666.2,2043
197,2022-07-17,Domingo,34353.58,1668
198,2022-07-18,Lunes,40636.38,2099
199,2022-07-19,Martes,43122.83,2265
200,2022-07-20,Miércoles,45004.65,2330
201,2022-07-21,Jueves,46434.68,2316
202,2022-07-22,Viernes,46026.87,2323
203,2022-07-23,Sábado,39637.77,2009
204,2022-07-24,Domingo,36407.15,1775
205,2022-07-25,Lunes,41298.81,2155
206,2022-07-26,Martes,43310.78,2195
207,2022-07-27,Miércoles,45901.32,2348
208,2022-07-28,Jueves,45726.93,2348
209,2022-07-29,Viernes,45068.23,2245
210,2022-07-30,Sábado,41083.97,2055
211,2022-07-31,Domingo,34361.3,1731
212,2022-08-01,Lunes,41314.38,2212
213,2022-08-02,Martes,40734.340000000004,2130
214,2022-08-03,Miércoles,41345.75,2127
215,2022-08-04,Jueves,45708.67,2284
216,2022-08-05,Viernes,46984.66,2351
217,2022-08-06,Sábado,38763.48,1847
218,2022-08-07,Domingo,35111.93,1715
219,2022-08-08,Lunes,42151.29,2192
220,2022-08-09,Martes,42240.91,2184
221,2022-08-10,Miércoles,43586.33,2253
222,2022-08-11,Jueves,46857.58,2446
223,2022-08-12,Viernes,45683.13,2307
224,2022-08-13,Sábado,39343.43,1951
225,2022-08-14,Domingo,36872.35,1785
226,2022-08-15,Lunes,40910.47,2054
227,2022-08-16,Martes,39184.18,2102
228,2022-08-17,Miércoles,40800.45,2180
229,2022-08-18,Jueves,45372.44,2232
230,2022-08-19,Viernes,43970.68,2231
231,2022-08-20,Sábado,41173.35,2048
232,2022-08-21,Domingo,38114.32,1770
233,2022-08-22,Lunes,39877.07,2126
234,2022-08-23,Martes,42184.520000000004,2186
235,2022-08-24,Miércoles,44449.3,2254
236,2022-08-25,Jueves,43780.29,2250
237,2022-08-26,Viernes,43482.71,2216
238,2022-08-27,Sábado,41680.49,1975
239,2022-08-28,Domingo,38308.96,1700
240,2022-08-29,Lunes,44483.52,2181
241,2022-08-30,Martes,51156.5,2358
242,2022-08-31,Miércoles,49149.01,2279
243,2022-09-01,Jueves,52695.48,2387
244,2022-09-02,Viernes,51737.32,2338
245,2022-09-03,Sábado,45774.15,1976
246,2022-09-04,Domingo,40699.7,1688
247,2022-09-05,Lunes,45125.39,1961
248,2022-09-06,Martes,52346.0,2370
249,2022-09-07,Miércoles,54977.53,2563
250,2022-09-08,Jueves,62448.86,2879
251,2022-09-09,Viernes,53084.74,2517
252,2022-09-10,Sábado,48058.47,2196
253,2022-09-11,Domingo,44120.08,1946
254,2022-09-12,Lunes,46232.87,2340
255,2022-09-13,Martes,47220.12,2348
256,2022-09-14,Miércoles,48220.12,2466
257,2022-09-15,Jueves,50338.98,2428
258,2022-09-16,Viernes,48264.33,2447
259,2022-09-17,Sábado,45550.96,2169
260,2022-09-18,Domingo,36986.86,1762
261,2022-09-19,Lunes,44915.64,2273
262,2022-09-20,Martes,48639.49,2411
263,2022-09-21,Miércoles,51641.43,2643
264,2022-09-22,Jueves,51717.41,2608
265,2022-09-23,Viernes,54523.29,2548
266,2022-09-24,Sábado,47948.22,2200
267,2022-09-25,Domingo,37558.35,1851
268,2022-09-26,Lunes,41074.41,2129
269,2022-09-27,Martes,42099.62,2189
270,2022-09-28,Miércoles,47089.02,2491
271,2022-09-29,Jueves,47720.82,2452
272,2022-09-30,Viernes,48491.72,2449
273,2022-10-01,Sábado,43952.38,2113
274,2022-10-02,Domingo,34985.42,1691
275,2022-10-03,Lunes,43820.2,2360
276,2022-10-04,Martes,41654.95,2225
277,2022-10-05,Miércoles,39359.87,2195
278,2022-10-06,Jueves,46181.54,2419
279,2022-10-07,Viernes,51744.53,2429
280,2022-10-08,Sábado,45616.07,2164
281,2022-10-09,Domingo,37554.87,1782
282,2022-10-10,Lunes,38413.13,1967
283,2022-10-11,Martes,39972.82,2175
284,2022-10-12,Miércoles,44885.66,2363
285,2022-10-13,Jueves,46939.53,2510
286,2022-10-14,Viernes,48646.270000000004,2468
287,2022-10-15,Sábado,45971.27,2246
288,2022-10-16,Domingo,37574.85,1868
289,2022-10-17,Lunes,42922.82,2258
290,2022-10-18,Martes,44581.95,2335
291,2022-10-19,Miércoles,48494.93,2500
292,2022-10-20,Jueves,49042.4,2525
293,2022-10-21,Viernes,45806.29,2338
294,2022-10-22,Sábado,44382.75,2114
295,2022-10-23,Domingo,36900.62,1848
296,2022-10-24,Lunes,45072.88,2386
297,2022-10-25,Martes,43539.15,2267
298,2022-10-26,Miércoles,47251.99,2465
299,2022-10-27,Jueves,50318.590000000004,2589
300,2022-10-28,Viernes,48368.5,2502
301,2022-10-29,Sábado,45026.89,2213
302,2022-10-30,Domingo,37351.77,1852
303,2022-10-31,Lunes,40559.03,2158
304,2022-11-01,Martes,42957.53,2301
305,2022-11-02,Miércoles,45421.28,2410
306,2022-11-03,Jueves,47201.92,2474
307,2022-11-04,Viernes,47101.87,2466
308,2022-11-05,Sábado,40435.91,2078
309,2022-11-06,Domingo,29011.170000000002,1465
310,2022-11-07,Lunes,40053.62,2216
311,2022-11-08,Martes,39157.11,2195
312,2022-11-09,Miércoles,46341.91,2435
313,2022-11-10,Jueves,48070.52,2435
314,2022-11-11,Viernes,43595.82,2249
315,2022-11-12,Sábado,37268.32,1949
316,2022-11-13,Domingo,33180.12,1747
317,2022-11-14,Lunes,32785.66,1800
318,2022-11-15,Martes,37963.86,2090
319,2022-11-16,Miércoles,37879.24,2072
320,2022-11-17,Jueves,40556.78,2114
321,2022-11-18,Viernes,43006.35,2241
322,2022-11-19,Sábado,37602.55,1835
323,2022-11-20,Domingo,33025.42,1594
324,2022-11-21,Lunes,42834.4,2191
325,2022-11-22,Martes,45952.25,2279
326,2022-11-23,Miércoles,43238.13,2282
327,2022-11-24,Jueves,30072.28,1537
328,2022-11-25,Viernes,29857.5,1716
329,2022-11-26,Sábado,31093.89,1743
330,2022-11-27,Domingo,27708.96,1566
331,2022-11-28,Lunes,42090.46,2255
332,2022-11-29,Martes,42870.56,2228
333,2022-11-30,Miércoles,44059.52,2346
334,2022-12-01,Jueves,50476.42,2613
335,2022-12-02,Viernes,46427.83,2450
336,2022-12-03,Sábado,40242.53,2017
337,2022-12-04,Domingo,35226.14,1785
338,2022-12-05,Lunes,43702.58,2235
339,2022-12-06,Martes,43194.18,2253
340,2022-12-07,Miércoles,46701.49,2464
341,2022-12-08,Jueves,52937.23,2728
342,2022-12-09,Viernes,51000.23,2602
343,2022-12-10,Sábado,47702.27,2380
344,2022-12-11,Domingo,37073.69,1861
345,2022-12-12,Lunes,46187.88,2426
346,2022-12-13,Martes,46600.89,2371
347,2022-12-14,Miércoles,49923.24,2538
348,2022-12-15,Jueves,52335.33,2662
349,2022-12-16,Viernes,54114.57,2697
350,2022-12-17,Sábado,46599.32,2310
351,2022-12-18,Domingo,35465.22,1788
352,2022-12-19,Lunes,63302.02,2793
353,2022-12-20,Martes,68497.43,2885
354,2022-12-21,Miércoles,70418.63,2955
355,2022-12-22,Jueves,69799.72,2873
356,2022-12-23,Viernes,65121.52,2819
357,2022-12-24,Sábado,42887.85,1952
358,2022-12-25,Domingo,29214.69,1268
359,2022-12-26,Lunes,36189.62,1685
360,2022-12-27,Martes,49504.87,2125
361,2022-12-28,Miércoles,47872.48,2143
362,2022-12-29,Jueves,51686.82,2267
363,2022-12-30,Viernes,55862.47,2380
364,2022-12-31,Sábado,47242.7,2113
